"Rk","G","Date","Age","Tm"," ","Opp"," ","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-"
"2","1","2018-10-20","21-185","POR","","SAS","W (+13)","0","3:02","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","1","0","-0.4","-5"
"6","2","2018-10-29","21-194","POR","@","IND","W (+10)","0","18:36","4","6",".667","0","0","","3","3","1.000","4","6","10","1","1","0","3","5","11","9.7","-1"
"7","3","2018-10-30","21-195","POR","@","HOU","W (+19)","0","20:24","1","6",".167","0","0","","0","0","","2","9","11","0","0","0","2","2","2","-0.5","-1"
"8","4","2018-11-01","21-197","POR","","NOP","W (+13)","0","14:49","2","6",".333","1","2",".500","1","2",".500","0","5","5","1","0","0","1","3","6","2.2","+2"
"9","5","2018-11-03","21-199","POR","","LAL","L (-4)","0","5:00","0","3",".000","0","0","","0","0","","1","0","1","0","0","0","1","1","0","-2.8","-12"
"10","6","2018-11-04","21-200","POR","","MIN","W (+30)","0","9:53","0","1",".000","0","1",".000","0","0","","1","4","5","0","0","0","1","1","0","-0.2","-3"
"12","7","2018-11-08","21-204","POR","","LAC","W (+11)","0","7:57","2","5",".400","0","0","","0","0","","2","1","3","1","1","0","1","1","4","3.3","-1"
"15","8","2018-11-16","21-212","POR","@","MIN","L (-16)","0","5:44","0","1",".000","0","0","","0","0","","0","0","0","1","1","0","0","0","0","1.0","+8"
"18","9","2018-11-21","21-217","POR","@","MIL","L (-43)","0","10:42","1","5",".200","0","1",".000","0","0","","1","3","4","0","1","0","1","0","2","0.5","-13"
"19","10","2018-11-23","21-219","POR","@","GSW","L (-28)","0","3:19","0","0","","0","0","","0","0","","0","1","1","1","0","0","0","1","0","0.6","-5"
"25","11","2018-12-06","21-232","POR","","PHO","W (+22)","0","6:53","0","0","","0","0","","0","0","","0","1","1","0","0","0","1","0","0","-0.7","-9"
"28","12","2018-12-12","21-238","POR","@","MEM","L (-9)","0","6:49","1","2",".500","0","0","","0","0","","0","1","1","0","0","0","2","0","2","-0.7","+1"
"32","13","2018-12-21","21-247","POR","","UTA","L (-30)","0","5:47","0","1",".000","0","0","","0","0","","0","0","0","1","0","0","0","1","0","-0.4","-5"
"34","14","2018-12-25","21-251","POR","@","UTA","L (-21)","0","2:40","0","0","","0","0","","0","0","","0","1","1","0","0","0","1","1","0","-1.1","-3"
"36","15","2018-12-29","21-255","POR","","GSW","L (-10)","0","1:49","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","+2"
"37","16","2018-12-30","21-256","POR","","PHI","W (+34)","0","10:14","1","2",".500","0","0","","2","2","1.000","2","5","7","1","0","0","1","1","4","5.2","-7"
"50","17","2019-01-24","21-281","POR","@","PHO","W (+14)","0","4:44","1","2",".500","0","0","","0","0","","0","1","1","0","0","0","1","2","2","-0.5","-9"
"52","18","2019-01-30","21-287","POR","","UTA","W (+27)","0","6:40","1","4",".250","0","1",".000","0","0","","0","1","1","0","0","0","0","2","2","-0.9","+1"
"77","19","2019-04-02","21-349","SAC","","HOU","L (-25)","0","4:31","0","1",".000","0","0","","0","0","","1","1","2","0","0","0","1","1","0","-1.1","+2"
"79","20","2019-04-05","21-352","SAC","@","UTA","L (-21)","0","10:54","2","3",".667","0","1",".000","0","2",".000","0","3","3","1","0","0","1","3","4","1.3","+5"
"81","21","2019-04-10","21-357","SAC","@","POR","L (-5)","0","17:35","2","5",".400","0","1",".000","0","0","","3","4","7","3","2","1","0","2","4","8.6","-8"
