"Rk","G","Date","Age","Tm"," ","Opp"," ","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-"
"1","1","2019-01-15","32-316","PHI","","MIN","W (+42)","0","8:07","1","2",".500","1","1","1.000","0","0","","0","2","2","2","1","0","0","1","3","4.6","+6"
"4","2","2019-01-21","32-322","PHI","","HOU","W (+28)","1","32:43","5","10",".500","0","1",".000","1","2",".500","0","3","3","1","2","2","3","3","11","6.4","+17"
"5","3","2019-01-23","32-324","PHI","","SAS","W (+2)","1","27:41","3","7",".429","2","3",".667","1","2",".500","0","1","1","2","2","0","2","3","9","5.4","+2"
"6","4","2019-01-26","32-327","PHI","@","DEN","L (-16)","1","32:02","7","15",".467","1","4",".250","5","6",".833","2","4","6","2","4","0","1","4","20","17.3","-10"
"7","5","2019-01-29","32-330","PHI","@","LAL","W (+16)","0","23:18","0","6",".000","0","2",".000","2","3",".667","0","3","3","2","2","0","0","2","2","0.9","-11"
"8","6","2019-01-31","32-332","PHI","@","GSW","W (+9)","0","9:48","2","5",".400","0","2",".000","0","0","","0","0","0","0","1","0","0","1","4","1.9","+3"
"9","7","2019-02-02","32-334","PHI","@","SAC","L (-7)","0","5:58","2","4",".500","0","1",".000","0","0","","2","0","2","1","0","0","2","2","4","1.3","-11"
"13","8","2019-02-21","32-353","SAC","@","GSW","L (-2)","0","13:26","4","7",".571","3","5",".600","0","0","","0","0","0","0","0","0","0","5","11","5.7","+2"
"15","9","2019-02-25","32-357","SAC","@","MIN","L (-7)","0","15:55","3","8",".375","1","4",".250","5","6",".833","0","2","2","1","0","0","1","2","12","6.7","+9"
"16","10","2019-02-27","32-359","SAC","","MIL","L (-1)","0","19:54","1","3",".333","0","2",".000","0","1",".000","0","0","0","3","0","1","0","3","2","1.5","-5"
"17","11","2019-03-01","32-361","SAC","","LAC","L (-7)","0","18:51","4","5",".800","0","1",".000","0","0","","1","1","2","3","1","0","0","3","8","9.0","+4"
"18","12","2019-03-04","32-364","SAC","","NYK","W (+7)","0","13:08","0","2",".000","0","1",".000","2","2","1.000","0","3","3","1","1","1","0","1","2","3.5","-2"
"19","13","2019-03-06","33-001","SAC","","BOS","L (-2)","0","10:14","0","1",".000","0","1",".000","0","0","","0","1","1","0","0","0","1","2","0","-2.2","-8"
"20","14","2019-03-09","33-004","SAC","@","NYK","W (+8)","0","11:53","1","2",".500","0","1",".000","0","0","","0","1","1","0","0","0","0","2","2","0.5","-3"
"21","15","2019-03-11","33-006","SAC","@","WAS","L (-6)","0","15:17","2","2","1.000","1","1","1.000","3","4",".750","1","3","4","0","2","1","1","3","8","9.1","+4"
"22","16","2019-03-14","33-009","SAC","@","BOS","L (-6)","0","10:06","0","1",".000","0","1",".000","1","2",".500","0","1","1","0","0","0","0","1","1","-0.2","-5"
"23","17","2019-03-15","33-010","SAC","@","PHI","L (-9)","0","15:14","3","5",".600","0","1",".000","2","2","1.000","1","2","3","2","0","0","0","3","8","7.2","+11"
"24","18","2019-03-17","33-012","SAC","","CHI","W (+27)","0","21:40","1","4",".250","0","3",".000","2","2","1.000","0","0","0","3","1","0","0","2","4","3.9","+17"
"25","19","2019-03-19","33-014","SAC","","BRK","L (-2)","0","13:09","0","0","","0","0","","1","2",".500","1","0","1","1","3","0","1","3","1","2.8","-7"
"26","20","2019-03-21","33-016","SAC","","DAL","W (+16)","0","7:36","0","1",".000","0","1",".000","2","2","1.000","0","1","1","0","0","0","0","2","2","0.8","-7"
"27","21","2019-03-23","33-018","SAC","","PHO","W (+9)","0","13:07","2","3",".667","1","1","1.000","2","3",".667","0","2","2","1","0","0","0","1","7","6.2","-2"
"28","22","2019-03-24","33-019","SAC","@","LAL","L (-5)","0","14:59","0","2",".000","0","0","","0","0","","2","4","6","3","1","0","0","0","0","4.3","+11"
"29","23","2019-03-26","33-021","SAC","@","DAL","W (+4)","0","7:01","2","3",".667","0","1",".000","0","0","","1","2","3","0","0","0","0","0","4","4.0","-7"
"30","24","2019-03-28","33-023","SAC","@","NOP","L (-3)","0","14:36","2","2","1.000","2","2","1.000","0","0","","0","4","4","1","1","0","0","1","6","7.9","+5"
"31","25","2019-03-30","33-025","SAC","@","HOU","L (-11)","0","13:16","1","5",".200","1","1","1.000","1","2",".500","1","1","2","0","0","0","1","2","4","-0.3","-2"
"32","26","2019-03-31","33-026","SAC","@","SAS","W (+7)","0","20:28","2","3",".667","1","2",".500","1","2",".500","1","2","3","3","1","1","0","3","6","8.2","+19"
"33","27","2019-04-02","33-028","SAC","","HOU","L (-25)","0","16:19","3","7",".429","0","0","","0","0","","7","3","10","1","1","1","2","1","6","8.1","-6"
"34","28","2019-04-04","33-030","SAC","","CLE","W (+13)","0","10:30","1","1","1.000","0","0","","0","0","","1","0","1","1","3","0","0","1","2","5.7","+7"
"35","29","2019-04-05","33-031","SAC","@","UTA","L (-21)","0","18:30","1","5",".200","0","1",".000","0","0","","3","2","5","2","3","0","1","2","2","4.2","-12"
"36","30","2019-04-07","33-033","SAC","","NOP","L (-4)","0","13:18","0","2",".000","0","0","","0","0","","1","2","3","0","0","0","0","2","0","-0.9","-4"
"37","31","2019-04-10","33-036","SAC","@","POR","L (-5)","0","23:27","0","0","","0","0","","0","0","","1","0","1","3","2","0","3","2","0","1.0","-14"
